video_id,query_label,query,search_rank,title,description,channel_title,channel_id,upload_date,timestamp,duration_seconds,views,likes,comments,webpage_url,availability,live_status,language,tags,categories,thumbnail_url,collected_at_utc,collector
7yfavaQ8iBM,general_simplified,京剧,2,京剧《棋盘山》（郭凡嘉 饰 窦仙童，郝仕鹏 饰 薛丁山）来自《中国京剧像音像集萃》| CCTV戏曲,"【订阅CCTV戏曲频道】：https://bit.ly/32iZfYI

■□更多CCTV戏曲精彩节目列表■□
京剧集锦·播放列表：https://bit.ly/3AxUtqk
评剧集锦·播放列表：https://bit.ly/3hJpxMq
豫剧集锦·播放列表：https://bit.ly/3EqMuxQ
越剧集锦·播放列表：https://bit.ly/3zkylyx
黄梅戏集锦·播放列表：https://bit.ly/3nIQSCp

■□更多精彩视频，请关注我们■□
CCTV中国中央电视台：https://bit.ly/32loVDW
CCTV电视剧：https://bit.ly/2HOMYBJ
CCTV纪录：https://bit.ly/3c4UlTp
CCTV科教：https://bit.ly/2HN7yCr

■□关注CCTV系列帐号 Like us on Facebook■□
Facebook（中文）: https://www.facebook.com/CCTV.CH/ 
Facebook（英文）: https://www.facebook.com/cctvcom",中华戏韵,UC2aWa2L_rVzIrYmmjjEEEog,20220408,1649415607,7510,38018,344.0,4.0,https://www.youtube.com/watch?v=7yfavaQ8iBM,public,not_live,,薛丁山|棋盘山京剧|中国京剧音配像精粹|中國京劇音配像精粹|戏曲|京剧|评剧|豫剧|越剧|黄梅戏|戏曲频道|CCTV戏曲|戲曲|戏曲名段|京剧选段|黄梅戏选段|豫剧选段|评剧选段|艺术|曲艺|傳統藝術|國粹|国粹|梅蘭芳|尚小雲|程硯秋|荀慧生|常香玉|小白玉霜|周信芳|马连良|裘盛戎|谭富英|戲曲名段|京劇|評劇|豫劇|越劇|黃梅戲|河北梆子|粤剧|秦腔|戲曲頻道|CCTV戲曲|CCTV|CCTV11|央视戏曲,Entertainment,https://i.ytimg.com/vi/7yfavaQ8iBM/maxresdefault.jpg,2026-07-24T07:42:43+00:00,yt-dlp public YouTube metadata extractor
7A26Jlt_PkM,general_simplified,京剧,3,京剧《望江亭》来自 《中国京剧像音像集萃》 20190218 | CCTV戏曲,"本期节目主要内容： 京剧《望江亭》主要讲述谭记儿在望江亭内设计对付权贵杨衙内的故事，意在表现了谭记儿的机智、勇敢。王润菁饰谭记儿，宋小川饰白士中，吕昆山饰杨衙内。 

《中国京剧音配像精粹》是在一项文化工程，为祖国的文化事业留下了一份宝贵财富。录制京剧音配像的主要目的是为了京剧艺术的抢救、传留和振兴。京剧音配像的剧目大部分是20世纪40年代后期到60年代前期京剧舞台上的艺术珍品，有的还追溯到上个世纪初，涉及京剧各个行当、各个流派，基本囊括了近代京剧黄金时代大部分名家的代表作。

《中国京剧音配像精粹》官方高清播放列表：https://goo.gl/8dj7E6

【订阅CCTV戏曲官方频道】: https://goo.gl/i1pRSj

■□更多CCTV戏曲精彩节目官方高清■□
《空中剧院》官方高清播放列表：https://goo.gl/e6oy5q
《一鸣惊人》官方高清播放列表：https://goo.gl/FG3JkL
《九州大戏台》官方高清播放列表：https://goo.gl/WDjXBf
2018《跟我学》官方高清播放列表：https://goo.gl/FevYRP
《戏曲采风》官方高清播放列表：https://goo.gl/6tmVJ6
《梨园闯关我挂帅》官方高清播放列表：https://goo.gl/VLdagg
2018《青春戏苑》官方高清播放列表：https://goo.gl/5iuUti
2018《快乐戏园》官方高清播放列表：https://goo.gl/HQMPwW
2018《名段欣赏》官方高清播放列表：https://goo.gl/fWKMr4


■□关注更多精彩官方视频，请关注我们■□
CCTV春晚: http://goo.gl/A9V00o
CCTV中文国际: http://goo.gl/HcZaeZ
CCTV中国中央电视台:https://goo.gl/gYT8W8
CCTV科教：https://goo.gl/qpJZuB
CCTV综艺：https://goo.gl/34d95K
CCTV财经：https://goo.gl/28LqrU
CCTV少儿：https://goo.gl/VFauqN
CCTV电视剧：https://goo.gl/nFq3bC

■□关注CCTV其他平台官方账号■□
Facebook: https://www.facebook.com/cctvcom
Twitter: https://twitter.com/CCTV
Instagram: http://instagram.com/cctv",中华戏韵,UC2aWa2L_rVzIrYmmjjEEEog,20190218,1550487999,6729,39601,255.0,8.0,https://www.youtube.com/watch?v=7A26Jlt_PkM,public,not_live,,望江亭|谭记|吕昆山|宋小川|白士中|杨衙内|中国京剧音配像精粹|中國京劇音配像精粹|戏曲|艺术|京剧|曲艺|国粹|录制京剧|文化工程|艺术珍品,Entertainment,https://i.ytimg.com/vi/7A26Jlt_PkM/hqdefault.jpg,2026-07-24T07:42:43+00:00,yt-dlp public YouTube metadata extractor
WrXfW6cnil4,general_simplified,京剧,4,京剧名家王艳眉眼婉转，唱腔柔脆媚美 京剧《霸王别姬》（王艳 饰 虞姬，黄齐峰、王嘉庆 饰 项羽）来自 《中国京剧像音像集萃》| 中华戏韵,"#戏曲 #戏曲名段 #戏曲经典 #京剧 #opera #beijingopera 
本期节目主要内容：
秦末，楚汉相争，韩信命李左车诈降项羽，诓项羽进兵。在九里山十面埋伏，将项羽困于垓下。项羽突围不出，又听到四面楚歌，疑楚军尽已降汉，在营中与虞姬饮酒作别。虞姬自刎，项羽杀出重围，至乌江，感到无面目见江东父老，自刎江边。王艳 饰 虞姬；黄齐峰 王嘉庆 饰 项羽。

►▷《中国京剧像音像集萃》播放列表：http://bit.ly/3yf74iT
【订阅中华戏韵频道】：https://bit.ly/32iZfYI

■□更多中华戏韵精彩节目列表■□
京剧集锦·播放列表：https://bit.ly/3Wyjk8e
评剧集锦·播放列表：https://bit.ly/3vvzAv2
豫剧集锦·播放列表：https://bit.ly/3DeanKC
越剧集锦·播放列表：https://bit.ly/3TjniQM
黄梅戏集锦·播放列表：https://bit.ly/3MMoCsX",中华戏韵,UC2aWa2L_rVzIrYmmjjEEEog,20190410,1554895918,7422,293773,3137.0,61.0,https://www.youtube.com/watch?v=WrXfW6cnil4,public,not_live,,戏曲|京剧|京剧霸王别姬|霸王别姬|王艳|虞姬|黄齐峰|王嘉庆|项羽|张国荣|张丰毅|陈凯歌|程派名剧|京剧程派|程派名家|青衣|史剧|历史故事|opera|beijing opera|Beijing|戲曲|京劇|京劇霸王別姬|霸王別姬|王豔|黃齊峰|王嘉慶|項羽|張國榮|張豐毅|陳凱歌|程派名劇|京劇程派|史劇|曆史故事|古装剧|古装片|古裝劇|古裝片|像音像|评剧|豫剧|黄梅戏|戏曲频道|CCTV戏曲|戏曲名段|京剧选段|黄梅戏选段|豫剧选段|评剧选段|艺术|曲艺|傳統藝術|國粹|国粹|程硯秋|荀慧生|常香玉|小白玉霜|周信芳|马连良|裘盛戎|谭富英|戲曲名段|評劇|豫劇|黄梅戲|河北梆子|粤剧|秦腔|戲曲頻道|CCTV戲曲|CCTV|CCTV11|央视戏曲|中国京剧像音像集萃|中國京劇像音像集萃|京剧名家|京剧新人|京剧小生|京劇名家|京劇新人|京劇小生|中华戏韵|中華戲韵,Entertainment,https://i.ytimg.com/vi/WrXfW6cnil4/maxresdefault.jpg,2026-07-24T07:42:43+00:00,yt-dlp public YouTube metadata extractor
2RbBnUt2TaM,general_simplified,京剧,5,京剧《锁麟囊》（张火丁 饰 薛湘灵，徐畅 饰 赵守贞）来自《中国京剧像音像集萃》| CCTV戏曲,"【订阅CCTV戏曲频道】：https://bit.ly/32iZfYI

■□更多CCTV戏曲精彩节目列表■□
京剧集锦·播放列表：https://bit.ly/3AxUtqk
评剧集锦·播放列表：https://bit.ly/3hJpxMq
豫剧集锦·播放列表：https://bit.ly/3EqMuxQ
越剧集锦·播放列表：https://bit.ly/3zkylyx
黄梅戏集锦·播放列表：https://bit.ly/3nIQSCp

■□更多精彩视频，请关注我们■□
CCTV中国中央电视台：https://bit.ly/32loVDW
CCTV电视剧：https://bit.ly/2HOMYBJ
CCTV纪录：https://bit.ly/3c4UlTp
CCTV科教：https://bit.ly/2HN7yCr

■□关注CCTV系列帐号 Like us on Facebook■□
Facebook（中文）: https://www.facebook.com/CCTV.CH/ 
Facebook（英文）: https://www.facebook.com/cctvcom",中华戏韵,UC2aWa2L_rVzIrYmmjjEEEog,20220310,1646910001,8999,97428,1010.0,41.0,https://www.youtube.com/watch?v=2RbBnUt2TaM,public,not_live,,锁麟囊|张火丁|中国京剧音配像精粹|中國京劇音配像精粹|戏曲|京剧|评剧|豫剧|越剧|黄梅戏|戏曲频道|CCTV戏曲|戲曲|戏曲名段|京剧选段|黄梅戏选段|豫剧选段|评剧选段|艺术|曲艺|傳統藝術|國粹|国粹|梅蘭芳|尚小雲|程硯秋|荀慧生|常香玉|小白玉霜|周信芳|马连良|裘盛戎|谭富英|戲曲名段|京劇|評劇|豫劇|越劇|黃梅戲|河北梆子|粤剧|秦腔|戲曲頻道|CCTV戲曲|CCTV|CCTV11|央视戏曲,Entertainment,https://i.ytimg.com/vi/2RbBnUt2TaM/maxresdefault.jpg,2026-07-24T07:42:43+00:00,yt-dlp public YouTube metadata extractor
cTSm_A6E3uA,general_simplified,京剧,6,十大京剧名家唱段 重温经典 耐人寻味 韵味醇厚 收藏起来慢慢听 #京剧名段欣赏 #京剧国粹 #戏剧经典唱段欣赏,十大京剧名家唱段 重温经典 耐人寻味 韵味醇厚 收藏起来慢慢听 #京剧名段欣赏 #京剧国粹 #戏剧经典唱段欣赏,安笛音悦,UCdBv6i06tXw4oWpGPW5Gdyw,20250315,1742015703,1335,3600,27.0,,https://www.youtube.com/watch?v=cTSm_A6E3uA,public,not_live,,,People & Blogs,https://i.ytimg.com/vi/cTSm_A6E3uA/sddefault.jpg,2026-07-24T07:42:43+00:00,yt-dlp public YouTube metadata extractor
e1BhZYBhYgw,general_simplified,京剧,7,孟广禄演绎京剧《铡美案》选段，裘派花脸再现巅峰唱功，“尊一声驸马爷细听端的” 来自《中国戏曲大会》| 中华戏韵,"#戏曲 #戏曲名段 #戏曲经典 #京剧 
京剧《铡美案》选段 演出单位：天津青年京剧团，孟广禄 饰 包拯。

剧情简介：北宋年间，陈世美停妻另娶，招为附马，秦香莲带领一双儿女京城寻夫，陈世美非但不认，反差韩琪杀人灭口，韩琪仗义自杀。秦香莲告至开封府，包拯不顾皇家威吓，秉公执法，铡了驸马陈世美，为秦香莲报仇伸冤。

►▷《中国戏曲大会》播放列表：https://bit.ly/3DvtujF
【订阅中华戏韵频道】：https://bit.ly/2RA8tef

■□更多中华戏韵精彩节目列表■□
京剧集锦·播放列表：https://bit.ly/3Wyjk8e
评剧集锦·播放列表：https://bit.ly/3vvzAv2
豫剧集锦·播放列表：https://bit.ly/3DeanKC
越剧集锦·播放列表：https://bit.ly/3TjniQM
黄梅戏集锦·播放列表：https://bit.ly/3MMoCsX",中华戏韵,UC2aWa2L_rVzIrYmmjjEEEog,20170808,1502173439,327,482241,8137.0,202.0,https://www.youtube.com/watch?v=e1BhZYBhYgw,public,not_live,,戲曲|京劇|鍘美案|包公|包拯|孟广禄|裘派名家|京剧裘派|天津京剧团|孟广禄包公|孟广禄铡美案|秦香蓮|包公案|百家公案|陳世美|辛寶達|李長春|狀元|宋仁宗|孟廣祿|京劇裘派|天津京劇團|孟廣祿包公|孟廣祿鍘美案|駙馬|韓琪|自盡|凶手|展昭|發配邊疆|祺家夫婦|祺大娘|公主|太后|龍頭鍘|狀告|皇上|君王|CCTV|cctv戏曲|China|戏曲频道|CCTV戏曲|戏曲名段|京剧选段|黄梅戏选段|豫剧选段|评剧选段|艺术|曲艺|傳統藝術|國粹|国粹|梅蘭芳|尚小雲|程硯秋|荀慧生|常香玉|小白玉霜|周信芳|马连良|裘盛戎|谭富英|戲曲名段|黃梅戲|粤剧|秦腔|戲曲頻道|CCTV戲曲|CCTV11|央视戏曲|中华戏韵|中華戲韵|中国戏曲大会|中國戲曲大會|中華戲韻,Entertainment,https://i.ytimg.com/vi/e1BhZYBhYgw/maxresdefault.jpg,2026-07-24T07:42:43+00:00,yt-dlp public YouTube metadata extractor
5pao2iJgJ-o,general_simplified,京剧,8,《中国京剧像音像集萃》 20200305 京剧《将相和》| CCTV戏曲,"本期节目主要内容：战国邯郸蔺相如因完璧归赵，被封为赵国丞相。上将军廉颇居功自傲，屡次向蔺相如寻衅。蔺相如以国事为重，始终忍让。后经上大夫虞卿劝解，廉颇愧悔，至蔺相如府负荆请罪，将相和好，同心辅国。王平 饰 蔺相如，邓沐玮 饰 廉颇。 （《中国京剧像音像集萃》 20200305 京剧《将相和》 ）
《中国京剧音配像精粹》的剧目大部分是20世纪40年代后期到60年代前期京剧舞台上的艺术珍品，有的还追溯到上个世纪初，涉及京剧各个行当、各个流派，基本囊括了近代京剧黄金时代大部分名家的代表作。

《中国京剧音配像精粹》播放列表：https://bit.ly/2MMH0o1

【订阅CCTV戏曲频道】：https://bit.ly/32iZfYI

■□更多CCTV戏曲精彩节目列表■□
京剧集锦播放列表：https://bit.ly/2H6kPGo
评剧集锦播放列表：https://bit.ly/2ZyK9PT
豫剧集锦播放列表：https://bit.ly/2Iy5Sxv
越剧集锦播放列表：https://bit.ly/2lHCQCX
黄梅戏集锦播放列表：https://bit.ly/2p14gFE

■□更多精彩视频，请关注我们■□
CCTV中国中央电视台：https://bit.ly/32loVDW
CCTV综艺：https://bit.ly/2wIvswP
CCTV电视剧：https://bit.ly/2HOMYBJ
CCTV纪录：https://bit.ly/3c4UlTp
CCTV科教：https://bit.ly/2HN7yCr

■□关注CCTV系列帐号 Like us on Facebook■□
Facebook（中文）: https://www.facebook.com/CCTV.CH/ 
Facebook（英文）: https://www.facebook.com/cctvcom",中华戏韵,UC2aWa2L_rVzIrYmmjjEEEog,20200304,1583351491,3879,1607,21.0,,https://www.youtube.com/watch?v=5pao2iJgJ-o,public,not_live,,中国京剧音配像精粹|中國京劇音配像精粹|戏曲|京剧|评剧|豫剧|越剧|黄梅戏|戏曲频道|CCTV戏曲|戲曲|戏曲名段|京剧选段|黄梅戏选段|豫剧选段|评剧选段|艺术|曲艺|傳統藝術|國粹|国粹|梅蘭芳|尚小雲|程硯秋|荀慧生|常香玉|小白玉霜|周信芳|马连良|裘盛戎|谭富英|戲曲名段|京劇|評劇|豫劇|越劇|黃梅戲|河北梆子|粤剧|秦腔|戲曲頻道|CCTV戲曲|CCTV|CCTV11|央视戏曲,Entertainment,https://i.ytimg.com/vi/5pao2iJgJ-o/maxresdefault.jpg,2026-07-24T07:42:43+00:00,yt-dlp public YouTube metadata extractor
NX5R2WqthdY,general_simplified,京剧,9,天津京剧院尽遣精英 致敬梅派经典 京剧《穆桂英挂帅》（王艳 饰 穆桂英，李宏 饰 佘太君，赵华 饰 寇准）来自《中国京剧像音像集萃》| 中华戏韵,"#戏曲 #戏曲名段 #戏曲经典 #京剧 #opera #beijingopera 
本期节目主要内容：
北宋时，西夏犯境。辞朝隐居的佘太君闻讯，遣曾孙杨文广、曾孙女杨金花去汴京探听。杨文广在校场比武，刀劈兵部尚书王强之子王伦，夺得帅印归来。穆桂英深感朝廷刻薄寡恩，不愿再为其效力。佘太君劝她以抵御西夏侵扰为重，穆桂英乃挂帅出征。王艳 饰 穆桂英，李宏 饰 佘太君，赵华 饰 寇准，焦鹏飞 饰 杨宗保。

►▷《中国京剧像音像集萃》播放列表：https://bit.ly/41WtKB0
【订阅中华戏韵频道】：https://bit.ly/32iZfYI

■□更多中华戏韵精彩节目列表■□
京剧集锦·播放列表：https://bit.ly/3Wyjk8e
评剧集锦·播放列表：https://bit.ly/3vvzAv2
豫剧集锦·播放列表：https://bit.ly/3DeanKC
越剧集锦·播放列表：https://bit.ly/3TjniQM
黄梅戏集锦·播放列表：http://bit.ly/3ySNOYL",中华戏韵,UC2aWa2L_rVzIrYmmjjEEEog,20230526,1685098817,8575,72033,750.0,8.0,https://www.youtube.com/watch?v=NX5R2WqthdY,public,not_live,,戏曲|京剧穆桂英挂帅|京剧|穆桂英挂帅|王艳|穆桂英|李宏|佘太君|赵华|寇准|焦鹏飞|杨宗保|梅派名剧|梅派经典|梅派花旦|尚派青衣|京剧梅派|京剧尚派|梅兰芳|尚小云|北宋|西夏|杨金花|汴京|杨文广|王强|王伦|帅印|朝廷|比武|女中豪杰|女性|天津京剧院|国家一级演员|戏剧梅花奖|古装|opera|beijing opera|Beijing|戲曲|京劇穆桂英掛帥|京劇|穆桂英掛帥|王豔|趙華|焦鵬飛|楊宗保|梅派名劇|梅派經典|京劇梅派|京劇尚派|梅蘭芳|尚小雲|楊金花|楊文廣|王強|王倫|帥印|女中豪傑|天津京劇院|國家一級演員|戲劇梅花獎|古裝|史剧|古装剧|古装片|史劇|古裝劇|古裝片|像音像|评剧|豫剧|黄梅戏|戏曲频道|CCTV戏曲|戏曲名段|京剧选段|黄梅戏选段|豫剧选段|评剧选段|艺术|曲艺|傳統藝術|國粹|国粹|荀慧生|常香玉|小白玉霜|周信芳|马连良|谭富英|戲曲名段|評劇|豫劇|黄梅戲|河北梆子|粤剧|秦腔|戲曲頻道|CCTV戲曲|CCTV|CCTV11|央视戏曲|中国京剧像音像集萃|中國京劇像音像集萃|京剧名家|京剧新人|京劇名家|中华戏韵|中華戲韵,Entertainment,https://i.ytimg.com/vi/NX5R2WqthdY/maxresdefault.jpg,2026-07-24T07:42:43+00:00,yt-dlp public YouTube metadata extractor
5AgcR3VVgfg,general_simplified,京剧,10,京剧《三娘教子》【王艳 饰 王春娥，赵华 饰 薛保，史绍跃 饰 薛倚哥（前），邵海龙 饰 张氏】来自《中国京剧像音像集萃》| CCTV戏曲,"本期节目主要内容：
王春娥与薛保含辛茹苦抚养薛倚，薛倚在学堂被同学讥为无母之儿，气愤回家，遂不认三娘为母，春娥怒以刀断机布，以示决绝，幸薛保竭诚劝导，母子始和好如初。王艳 饰 王春娥，赵华 饰 薛保，史绍跃 饰 薛倚哥（前），邵海龙 饰 张氏。

《京剧像音像》遵循京剧艺术自身的规律，将当代优秀中青年演员的代表剧目依托现代科技手段，采用先在舞台取像，然后由演员自己录音、配像，最后录制合成的方式，使音与像都达到最完美的艺术效果，还通过电视栏目和音像制品的形式，让京剧艺术进入千家万户。

#京剧 #三娘教子 #王春娥 #状元

【订阅CCTV戏曲频道】：https://bit.ly/32iZfYI

■□更多CCTV戏曲精彩节目列表■□
京剧集锦·播放列表：https://bit.ly/3AxUtqk
评剧集锦·播放列表：https://bit.ly/3hJpxMq
豫剧集锦·播放列表：https://bit.ly/3EqMuxQ
越剧集锦·播放列表：https://bit.ly/3zkylyx
黄梅戏集锦·播放列表：https://bit.ly/3nIQSCp

■□更多精彩视频，请关注我们■□
CCTV中国中央电视台：https://bit.ly/32loVDW
CCTV电视剧：https://bit.ly/2HOMYBJ
CCTV纪录：https://bit.ly/3c4UlTp
CCTV科教：https://bit.ly/2HN7yCr

■□关注CCTV系列帐号 Like us on Facebook■□
Facebook（中文）: https://www.facebook.com/CCTV.CH/ 
Facebook（英文）: https://www.facebook.com/cctvcom",中华戏韵,UC2aWa2L_rVzIrYmmjjEEEog,20220808,1659956405,9810,32179,205.0,3.0,https://www.youtube.com/watch?v=5AgcR3VVgfg,public,not_live,,中国京剧音配像精粹|三娘教子|中國京劇音配像精粹|戏曲|京剧|王艳|王春娥|赵华|薛保|史绍跃|薛倚哥（前）|邵海龙|张氏|镇江|金榜题名|状元|母子|家庭教育|父母|感恩图报|感恩|科举制|评剧|豫剧|越剧|黄梅戏|戏曲频道|明末清初戏曲|CCTV戏曲|戲曲|戏曲名段|京剧选段|黄梅戏选段|豫剧选段|评剧选段|艺术|曲艺|傳統藝術|國粹|国粹|明代|儒生|儒学|孔孟之道|孔夫子|孔子|戲曲名段|京劇|評劇|豫劇|越劇|黃梅戲|河北梆子|粤剧|秦腔|戲曲頻道|CCTV戲曲|CCTV|CCTV11|央视戏曲,Entertainment,https://i.ytimg.com/vi/5AgcR3VVgfg/maxresdefault.jpg,2026-07-24T07:42:43+00:00,yt-dlp public YouTube metadata extractor
-BW_cyTTtYk,general_simplified,京剧,11,佘太君智斗宋仁宗 杨八姐率众闯宫门 京剧《佘太君抗婚》（张兰 饰 佘太君，张兵 饰 宋仁宗，郑菲 饰 杨八姐）来自《中国戏曲像音像集萃》| 中华戏韵,"#戏曲 #戏曲名段 #戏曲经典 #京剧 #opera #beijingopera 
本期节目主要内容：宋仁宗微服出行，路遇杨八姐，见其美貌，欲纳入后宫为妃，命王延龄过府说亲。佘太君见圣命难违，假意答应，上金殿索要彩礼。而这些彩礼都是世间难寻之物，宋仁宗大怒。朝臣刘文晋献计，请宋仁宗赐御宴留住佘太君，他率御林军去杨府抢亲。不料，刘文晋被杨八姐痛打之后逃回皇宫。仁宗大怒，欲斩佘太君。杨八姐又率杨家将杀进宫门，救走佘太君。

►▷《中国戏曲像音像集萃》播放列表：https://bit.ly/3Q1h6MK
【订阅中华戏韵频道】：https://bit.ly/32iZfYI

■□更多中华戏韵精彩节目列表■□
京剧集锦·播放列表：https://bit.ly/3Wyjk8e
评剧集锦·播放列表：https://bit.ly/3vvzAv2
豫剧集锦·播放列表：https://bit.ly/3DeanKC
越剧集锦·播放列表：https://bit.ly/4fvQ6Bs
黄梅戏集锦·播放列表：http://bit.ly/3ySNOYL",中华戏韵,UC2aWa2L_rVzIrYmmjjEEEog,20251210,1765364400,7722,5110,46.0,,https://www.youtube.com/watch?v=-BW_cyTTtYk,public,not_live,,中国京剧音配像精粹|佘太君抗婚|佘太君|佘太君挂帅|杨门女将|杨家将|杨家将 京剧|中国京剧|中国京剧名家名段欣赏|杨八姐|张兰|郑菲|张兵|宋仁宗|佘太君挂帥|楊門女將|楊家將|楊家將 京劇|中國京劇|中國京劇名家名段欣賞|楊八姐|張蘭|鄭菲|張兵|中國京劇音配像精粹|戏曲|京剧|评剧|豫剧|越剧|黄梅戏|戏曲频道|CCTV戏曲|戲曲|戏曲名段|京剧选段|黄梅戏选段|豫剧选段|评剧选段|艺术|曲艺|傳統藝術|國粹|国粹|梅蘭芳|尚小雲|程硯秋|荀慧生|常香玉|小白玉霜|周信芳|马连良|裘盛戎|谭富英|戲曲名段|京劇|評劇|豫劇|越劇|黃梅戲|河北梆子|粤剧|秦腔|戲曲頻道|CCTV戲曲|CCTV|CCTV11|央视戏曲,Entertainment,https://i.ytimg.com/vi/-BW_cyTTtYk/maxresdefault.jpg,2026-07-24T07:42:43+00:00,yt-dlp public YouTube metadata extractor
TANXRZfD1J4,general_simplified,京剧,12,LIVE丨海派京剧连本台戏《七侠五义》（上本）中文字幕#上海京剧院 #第十届中国京剧艺术节,"【剧情简介】北宋，地方藩王蠢蠢欲动，仁宗广纳贤士，以固国土。包拯举荐展昭，深受宋仁宗青睐，被封为四品带刀护卫，钦赐封号“御猫”。松江府陷空岛结义弟兄钻天鼠卢方、彻地鼠韩彰、穿山鼠徐庆、翻江鼠蒋平、锦毛鼠白玉堂人称五义，享有盛名。白玉堂受人蛊惑，私上东京，要与展昭一争短长。卢方、韩彰、徐庆、蒋平先后赶赴东京解劝。白玉堂抵京，潜入皇宫，杀死图谋害人的太监郭安，题诗留名。宋仁宗钦慕白玉堂，命展昭寻访。

00:00:00 片头
00:01:00 第一场 试艺封猫 北宋仁宗年间
00:13:12 第二场 访鼠离岛 松江府 卢家庄
00:29:26 第三场 杀监题诗 御花园
00:38:53 第四场 茶坊行侠 东京城内 小茶坊
00:58:15 第五场 猫鼠盗契 贾府库房
01:04:36 第六场 假猫毙命 东京街道
01:12:09 第七场 夜闹开封 开封大堂
01:20:34 第八场 劝弟诓药 开封府衙前
01:32:29 第九场 智盗三宝 开封书房
01:36:55 第十场 猫鼠相会 芦花荡外
01:53:46 第十一场 御猫落阱 松江府郊外
02:02:58 第十二场 闹海翻江 陷空岛五义厅外

#京剧 #海派京剧 #连本台戏 #七侠五义 #戏曲 #chineseopera #live",梨园华章 Melodies from the East,UCZvE2SD-2SJodDN3UxNF_gA,20240110,1704866962,8358,3655,63.0,2.0,https://www.youtube.com/watch?v=TANXRZfD1J4,public,was_live,,,Music,https://i.ytimg.com/vi/TANXRZfD1J4/maxresdefault.jpg,2026-07-24T07:42:43+00:00,yt-dlp public YouTube metadata extractor
uWNogokr7bw,general_simplified,京剧,13,京剧《忠义千秋》（叶金援 饰 关羽，舒桐 饰 张飞，韩巨明 饰 曹操）来自《中国京剧像音像集萃》| CCTV戏曲,"本期节目主要内容：
关羽一生以其诚实守信、义薄云天而被后人称颂，京剧《忠义千秋》正是取材于关羽这个英雄形象，全剧是以歌颂关公忠义精神为主题打造的大型历史剧。叶金援 饰 关羽，舒桐 饰 张飞，韩巨明 饰 曹操，张凯 饰 刘备。

《中国京剧像音像集萃》 播放列表：https://bit.ly/3yFtb2y
【订阅CCTV戏曲频道】：https://bit.ly/32iZfYI

■□更多CCTV戏曲精彩节目列表■□
京剧集锦·播放列表：https://bit.ly/3CA662h
评剧集锦·播放列表：https://bit.ly/3EEIsV0
豫剧集锦·播放列表：https://bit.ly/3T1kfwJ
越剧集锦·播放列表：https://bit.ly/3Vf20VO
黄梅戏集锦·播放列表：https://bit.ly/3QDSUP7

■□更多精彩官方视频，请关注我们■□
CCTV中国中央电视台：https://bit.ly/32loVDW
CCTV电视剧：https://bit.ly/2HOMYBJ
CCTV纪录：https://bit.ly/3c4UlTp
CCTV科教：https://bit.ly/2HN7yCr

■□关注CCTV系列帐号 Like us on Facebook■□
Facebook（中文）: https://www.facebook.com/CCTV.CH/ 
Facebook（英文）: https://www.facebook.com/cctvcom",中华戏韵,UC2aWa2L_rVzIrYmmjjEEEog,20221015,1665831629,7024,66953,579.0,13.0,https://www.youtube.com/watch?v=uWNogokr7bw,public,not_live,,京剧|京劇|china|Beijing opera|关羽|忠义千秋|关公|忠义|历史|叶金援|舒桐|张飞|韩巨明|曹操|张凯|刘备|關羽|忠義千秋|關公|忠義|歷史|葉金援|張飛|韓巨明|張凱|劉備|中國傳統|戏曲|评剧|豫剧|越剧|黄梅戏|戏曲频道|CCTV戏曲|戲曲|戏曲名段|京剧选段|黄梅戏选段|豫剧选段|评剧选段|艺术|曲艺|傳統藝術|國粹|国粹|马连良|裘盛戎|谭富英|戲曲名段|評劇|豫劇|越劇|黄梅戲|河北梆子|粤剧|秦腔|戲曲頻道|CCTV戲曲|CCTV|CCTV11|央视戏曲,Entertainment,https://i.ytimg.com/vi/uWNogokr7bw/maxresdefault.jpg,2026-07-24T07:42:43+00:00,yt-dlp public YouTube metadata extractor
